"Average",,,,,,,,,,,,,,,,"E0",,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
194,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.214054,0.541833,0.000658637,-0.000351234,0.00127799,-2.39671e-05,0.00131422,-0.000387462,-0.107541,7.97621e-05,8.18467e-05,0.000365768,0.00143705,0.0431116,30.0431,30
195,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.214726,0.544748,-0.000336506,-0.000342344,0.00129851,-2.20439e-05,0.00133438,-0.000378208,-0.116014,7.97516e-05,8.18386e-05,0.000365742,0.00146087,0.043826,30.0438,30
196,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.215322,0.54763,0.000276286,-0.000346374,0.001311,-2.09649e-05,0.00134739,-0.000382767,-0.106344,7.97784e-05,8.18675e-05,0.000365871,0.00147636,0.0442907,30.0443,30
197,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.21604,0.550664,-0.000553351,-0.000346637,0.00132126,-2.4588e-05,0.0013573,-0.000382674,-0.0967989,7.97989e-05,8.18887e-05,0.000365977,0.00149068,0.0447205,30.0447,30
198,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.21644,0.55337,0.000962069,-0.000359475,0.00132738,-2.12867e-05,0.00136359,-0.000395687,-0.106217,7.98022e-05,8.18874e-05,0.000365972,0.00149295,0.0447884,30.0448,30
199,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.216963,0.556509,0.00161952,-0.000362639,0.00133187,-1.99373e-05,0.00136845,-0.000399218,-0.0859507,7.98343e-05,8.19204e-05,0.000366126,0.00150188,0.0450563,30.045,30
200,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.217353,0.55931,0.00132379,-0.000371545,0.00134146,-1.73505e-05,0.00137728,-0.000407368,-0.0835482,7.99059e-05,8.19872e-05,0.000366433,0.00151248,0.0453743,30.0453,30
201,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.218211,0.562341,0.00140561,-0.00037253,0.00136049,-2.19631e-05,0.00139699,-0.000409032,-0.0990024,7.98603e-05,8.19437e-05,0.000366237,0.0015367,0.046101,30.0461,30
202,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.218761,0.565168,0.00143542,-0.000374949,0.00136437,-2.04796e-05,0.00140122,-0.000411805,-0.0654894,7.99106e-05,8.19943e-05,0.000366474,0.00154009,0.0462027,30.0462,30
203,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.219176,0.568028,0.00215199,-0.000375319,0.00137469,-1.91553e-05,0.00141225,-0.000412882,-0.0802549,7.99092e-05,8.19923e-05,0.000366467,0.00155712,0.0467137,30.0467,30
204,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.21981,0.570516,0.00113342,-0.000373921,0.00139823,-1.96296e-05,0.00143531,-0.000411008,-0.0770454,7.98886e-05,8.19733e-05,0.00036638,0.00157514,0.0472543,30.0472,30
205,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.220292,0.573905,0.00423576,-0.000387789,0.00139615,-2.32899e-05,0.0014329,-0.000424543,-0.0926637,7.99291e-05,8.20086e-05,0.000366553,0.0015759,0.0472768,30.0472,30
206,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.220502,0.576165,0.00482916,-0.000393921,0.00139538,-2.55658e-05,0.00143255,-0.000431093,-0.100698,7.99228e-05,8.20004e-05,0.000366515,0.00157808,0.0473425,30.0473,30
207,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.220914,0.579406,0.00441368,-0.000393393,0.00141666,-1.38997e-05,0.00145439,-0.00043112,-0.0564726,7.99129e-05,8.19947e-05,0.000366478,0.00160512,0.0481537,30.0481,30
208,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.221824,0.58204,0.00177189,-0.000381434,0.00142443,-2.25726e-05,0.0014621,-0.000419108,-0.0821592,7.99189e-05,8.19936e-05,0.000366487,0.00161484,0.0484451,30.0484,30
209,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.222342,0.58463,0.00289376,-0.000401513,0.00144868,-2.1532e-05,0.00148579,-0.000438623,-0.084472,7.99032e-05,8.19835e-05,0.000366432,0.00164221,0.0492664,30.0492,30
210,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.223033,0.587624,0.00297307,-0.000403557,0.00145208,-2.41506e-05,0.00149015,-0.000441635,-0.0896761,7.98863e-05,8.19642e-05,0.000366357,0.00164376,0.0493128,30.0493,30
211,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.223633,0.590499,0.00396259,-0.000405349,0.00146076,-2.19077e-05,0.00149925,-0.00044384,-0.077802,7.98993e-05,8.19773e-05,0.000366422,0.00166201,0.0498601,30.0498,30
212,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.22394,0.593595,0.00432946,-0.000412241,0.00147437,-2.30127e-05,0.00151279,-0.000450657,-0.0970199,7.99112e-05,8.1988e-05,0.000366469,0.00167388,0.0502164,30.0502,30
213,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.224459,0.596573,0.00372966,-0.000412758,0.00148563,-2.49002e-05,0.00152401,-0.000451129,-0.0810496,7.99126e-05,8.19875e-05,0.000366462,0.00168785,0.0506355,30.0506,30
214,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.22509,0.599541,0.00421044,-0.000428599,0.00149362,-2.67936e-05,0.00153143,-0.000466405,-0.105855,7.98811e-05,8.19504e-05,0.000366299,0.00169928,0.0509784,30.0509,30
215,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.225644,0.602172,0.00333945,-0.000422565,0.00151213,-2.68561e-05,0.00155071,-0.000461142,-0.094895,7.98802e-05,8.19549e-05,0.000366311,0.00171882,0.0515646,30.0515,30
216,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.226154,0.605,0.00417885,-0.00042899,0.00152197,-2.42469e-05,0.0015606,-0.000467625,-0.0842356,7.98626e-05,8.19358e-05,0.000366237,0.00173245,0.0519736,30.0519,30
217,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.22681,0.608136,0.00323498,-0.000434831,0.00154619,-2.65251e-05,0.0015842,-0.000472844,-0.0834078,7.98812e-05,8.19517e-05,0.000366323,0.00176425,0.0529274,30.0529,30
218,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.227113,0.610546,0.00489958,-0.000468763,0.00154111,-3.21975e-05,0.00158008,-0.000507729,-0.114209,7.98255e-05,8.19005e-05,0.000366083,0.00176248,0.0528743,30.0528,30
219,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.227599,0.614059,0.00458302,-0.000425515,0.00154964,-2.52481e-05,0.00158887,-0.000464746,-0.0948963,7.98548e-05,8.1926e-05,0.000366205,0.00177153,0.0531459,30.0531,30
220,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.228112,0.616354,0.00485194,-0.000431641,0.00155682,-1.8995e-05,0.00159718,-0.000471996,-0.0832622,7.98864e-05,8.19593e-05,0.000366344,0.00177448,0.0532345,30.0532,30
221,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.228277,0.619768,0.00427904,-0.000460173,0.00157969,-2.9582e-05,0.00161883,-0.00049931,-0.101381,7.98763e-05,8.19443e-05,0.000366287,0.00180775,0.0542325,30.0542,30
222,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.22909,0.622395,0.00472724,-0.000442138,0.00159555,-2.66065e-05,0.00163458,-0.000481165,-0.0781711,7.98533e-05,8.19264e-05,0.000366196,0.00182313,0.0546939,30.0547,30
223,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.228798,0.625947,0.00852478,-0.000461825,0.00159035,-2.20185e-05,0.00162996,-0.000501436,-0.0759729,7.98299e-05,8.19057e-05,0.000366097,0.00182292,0.0546875,30.0547,30
224,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.229619,0.628322,0.00730287,-0.000469758,0.00161814,-2.95145e-05,0.0016578,-0.000509422,-0.100507,7.98963e-05,8.19709e-05,0.000366417,0.00185333,0.0555999,30.0556,30
225,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.230481,0.630867,0.00482444,-0.00045127,0.00163291,-3.08628e-05,0.00167258,-0.000490943,-0.106605,7.99276e-05,8.20053e-05,0.000366563,0.00186968,0.0560904,30.0561,30
226,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.230687,0.633752,0.00506087,-0.000456311,0.00164418,-2.83346e-05,0.00168415,-0.000496279,-0.104647,7.9905e-05,8.19785e-05,0.000366451,0.00188816,0.0566447,30.0566,30
227,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.231462,0.636518,0.00560029,-0.000465213,0.00165559,-2.78595e-05,0.00169582,-0.000505443,-0.090855,7.98926e-05,8.19664e-05,0.000366377,0.00189808,0.0569424,30.0569,30
228,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.231968,0.639451,0.0055344,-0.000471405,0.00166196,-2.70244e-05,0.00170183,-0.000511276,-0.0776032,7.99267e-05,8.20004e-05,0.000366524,0.00190214,0.0570643,30.057,30
229,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.232461,0.642198,0.00599114,-0.000480248,0.00167859,-2.52548e-05,0.00171835,-0.000520008,-0.0963508,7.98755e-05,8.19508e-05,0.000366316,0.00192611,0.0577831,30.0578,30
230,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.232942,0.644416,0.00729825,-0.000482702,0.00168857,-2.83703e-05,0.00172937,-0.000523502,-0.109614,7.99235e-05,8.19985e-05,0.000366527,0.00193899,0.0581697,30.0581,30
231,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.233189,0.647313,0.00818198,-0.000488837,0.00169777,-2.93086e-05,0.00173808,-0.000529151,-0.0867141,7.98862e-05,8.19616e-05,0.000366369,0.0019588,0.0587639,30.0587,30
232,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.233837,0.650068,0.00809617,-0.000498741,0.00171459,-2.4679e-05,0.00175529,-0.000539443,-0.0949789,7.9911e-05,8.19809e-05,0.00036648,0.00197053,0.0591159,30.0591,30
233,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.234295,0.652762,0.00768023,-0.000496473,0.0017322,-2.84469e-05,0.00177292,-0.000537193,-0.0940384,7.99639e-05,8.2035e-05,0.00036671,0.00199444,0.059833,30.0598,30
234,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.234962,0.655321,0.00730645,-0.000547949,0.00173838,-1.75849e-05,0.00177875,-0.000588325,-0.0855596,8.00411e-05,8.2109e-05,0.00036705,0.00200425,0.0601275,30.0601,30
235,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.235177,0.658049,0.00854712,-0.000502594,0.00175727,-2.94643e-05,0.00179839,-0.000543715,-0.109624,8.00181e-05,8.20871e-05,0.000366951,0.00202931,0.0608791,30.0609,30
236,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.235751,0.660684,0.0074351,-0.000507252,0.00178297,-2.64486e-05,0.00182408,-0.000548363,-0.075683,7.99643e-05,8.20348e-05,0.000366711,0.00205303,0.061591,30.0616,30
237,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.236408,0.663029,0.00672937,-0.000509837,0.00179392,-2.74937e-05,0.00183549,-0.000551404,-0.086526,7.99644e-05,8.20329e-05,0.000366708,0.00207287,0.062186,30.0622,30
238,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.236912,0.66569,0.0078069,-0.000518478,0.00180474,-2.94884e-05,0.00184656,-0.0005603,-0.0997631,7.99575e-05,8.20307e-05,0.000366702,0.0020866,0.0625979,30.0626,30
239,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.237346,0.668343,0.0087832,-0.0005248,0.00182151,-3.09212e-05,0.00186354,-0.000566824,-0.109257,7.99479e-05,8.20208e-05,0.000366652,0.00210458,0.0631372,30.0631,30
240,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.237965,0.670962,0.00840627,-0.0005278,0.00184096,-3.16582e-05,0.00188339,-0.000570233,-0.0947305,8.00092e-05,8.2082e-05,0.000366946,0.00212854,0.0638562,30.0638,30
241,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.238276,0.673461,0.00976218,-0.000533622,0.00185068,-3.30003e-05,0.00189317,-0.000576114,-0.106123,8.00035e-05,8.20736e-05,0.000366906,0.00214657,0.0643971,30.0644,30
242,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.238469,0.676046,0.00968382,-0.000543465,0.00186626,-3.41001e-05,0.00190898,-0.000586182,-0.109221,7.99869e-05,8.2059e-05,0.000366828,0.0021657,0.0649708,30.0649,30
243,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.238868,0.678611,0.00975142,-0.000545011,0.0018819,-3.30826e-05,0.00192439,-0.000587498,-0.11421,7.99388e-05,8.20087e-05,0.000366618,0.00218448,0.0655344,30.0655,30
244,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.239426,0.681347,0.0102448,-0.000551909,0.00189567,-3.19091e-05,0.00193895,-0.000595185,-0.0958665,7.99687e-05,8.20368e-05,0.000366741,0.00220746,0.0662238,30.0662,30
245,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.239813,0.683967,0.0103929,-0.000560978,0.00191501,-3.22987e-05,0.00195761,-0.000603575,-0.0997585,7.99438e-05,8.20162e-05,0.000366639,0.00222719,0.0668157,30.0668,30
246,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.240288,0.686577,0.0108893,-0.00056837,0.00192959,-3.34553e-05,0.00197264,-0.000611418,-0.111457,7.9954e-05,8.20234e-05,0.000366679,0.00224368,0.0673102,30.0673,30
247,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.240843,0.689378,0.0109192,-0.000572267,0.00194803,-3.21144e-05,0.00199181,-0.000616048,-0.103654,7.99536e-05,8.20192e-05,0.000366664,0.00226909,0.0680728,30.068,30
248,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.2414,0.692191,0.0101211,-0.000575471,0.00197017,-3.44529e-05,0.00201389,-0.000619193,-0.09943,7.99819e-05,8.20456e-05,0.000366783,0.0022998,0.0689938,30.069,30
249,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.241788,0.694803,0.0112617,-0.000585418,0.00198444,-3.23975e-05,0.00202842,-0.000629401,-0.0990619,7.99992e-05,8.20666e-05,0.000366884,0.00231848,0.0695543,30.0695,30
250,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.242358,0.697372,0.0110642,-0.000588653,0.00200046,-3.33499e-05,0.00204477,-0.00063296,-0.101615,7.997e-05,8.20405e-05,0.000366754,0.00234164,0.0702492,30.0702,30
251,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.242664,0.700121,0.0114257,-0.000595732,0.00202281,-3.32577e-05,0.0020675,-0.000640417,-0.0988348,7.9967e-05,8.20364e-05,0.000366734,0.00236555,0.0709665,30.0709,30
252,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.243167,0.703085,0.0115689,-0.000602066,0.00203923,-3.40012e-05,0.00208394,-0.00064678,-0.105488,7.99687e-05,8.20365e-05,0.000366742,0.00238744,0.0716233,30.0716,30
253,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.2435,0.70593,0.0118164,-0.000607525,0.0020596,-3.24088e-05,0.00210423,-0.000652151,-0.106073,7.98967e-05,8.19691e-05,0.00036642,0.00241678,0.0725033,30.0725,30
254,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.244206,0.708502,0.0107493,-0.00061241,0.00208187,-3.58742e-05,0.0021274,-0.000657943,-0.100957,7.99012e-05,8.19738e-05,0.000366447,0.00244412,0.0733236,30.0733,30
255,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.24454,0.710965,0.0117686,-0.00062235,0.00209569,-3.58486e-05,0.00214125,-0.000667918,-0.09936,7.99452e-05,8.20187e-05,0.000366643,0.00246387,0.073916,30.0739,30
256,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.245026,0.71358,0.0126603,-0.000631462,0.00211566,-3.61842e-05,0.00216128,-0.000677083,-0.10151,7.99577e-05,8.20267e-05,0.000366703,0.00248885,0.0746653,30.0746,30
257,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.245496,0.716267,0.0124011,-0.000641089,0.00213304,-3.57594e-05,0.00217889,-0.000686937,-0.102941,7.9977e-05,8.20487e-05,0.000366788,0.00251672,0.0755016,30.0755,30
258,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.245968,0.719074,0.0126522,-0.000645217,0.00215551,-3.72468e-05,0.00220151,-0.000691217,-0.0917179,7.99732e-05,8.20501e-05,0.000366801,0.00254208,0.0762624,30.0762,30
259,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.246575,0.721893,0.0122494,-0.00065247,0.00217756,-3.77134e-05,0.00222404,-0.000698948,-0.110995,7.99847e-05,8.20604e-05,0.00036684,0.00256543,0.0769628,30.0769,30
260,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.246997,0.724714,0.012071,-0.000660657,0.00219951,-3.73072e-05,0.0022458,-0.000706942,-0.111315,7.99725e-05,8.20466e-05,0.000366774,0.00259981,0.0779943,30.078,30
261,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.247442,0.72741,0.0131923,-0.000673434,0.00222017,-3.9559e-05,0.0022668,-0.000720066,-0.108779,7.99534e-05,8.20304e-05,0.00036669,0.00262579,0.0787736,30.0787,30
262,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.247721,0.730141,0.0132427,-0.000675589,0.00224371,-3.87469e-05,0.00229013,-0.000722017,-0.11159,7.99875e-05,8.20602e-05,0.000366831,0.00266008,0.0798024,30.0798,30
263,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.248327,0.732651,0.0133862,-0.000686591,0.0022647,-4.06873e-05,0.00231208,-0.00073397,-0.108134,7.99418e-05,8.20145e-05,0.000366636,0.0026879,0.0806369,30.0806,30
264,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.248691,0.735371,0.013365,-0.000691309,0.00228991,-4.16703e-05,0.00233739,-0.000738784,-0.115294,7.99269e-05,8.20028e-05,0.000366579,0.00271961,0.0815883,30.0816,30
265,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.249119,0.738102,0.0137649,-0.000704427,0.0023141,-4.02963e-05,0.00236207,-0.00075239,-0.12135,7.99554e-05,8.20301e-05,0.000366711,0.00275692,0.0827076,30.0827,30
266,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.249672,0.740874,0.0136937,-0.000712777,0.00233764,-4.1706e-05,0.00238648,-0.000761622,-0.110252,8.00037e-05,8.20744e-05,0.000366915,0.00278123,0.083437,30.0834,30
267,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.250029,0.743661,0.013367,-0.000719253,0.00236542,-4.37629e-05,0.0024145,-0.000768339,-0.11594,8.00229e-05,8.20936e-05,0.000367004,0.00282073,0.0846217,30.0846,30
268,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.250387,0.746486,0.0138331,-0.000731476,0.00239019,-4.24897e-05,0.00243934,-0.000780624,-0.113378,7.99968e-05,8.20659e-05,0.000366888,0.00285236,0.0855706,30.0855,30
269,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.250909,0.749341,0.0138725,-0.00074331,0.00241459,-4.39532e-05,0.00246455,-0.00079327,-0.107967,7.99909e-05,8.20614e-05,0.000366874,0.00288641,0.0865922,30.0866,30
270,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.251499,0.752018,0.013173,-0.000749978,0.00244648,-4.38919e-05,0.00249635,-0.000799847,-0.106503,7.99941e-05,8.20695e-05,0.000366893,0.00292555,0.0877664,30.0877,30
271,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.251784,0.754866,0.014272,-0.000767041,0.0024693,-4.24874e-05,0.00251929,-0.00081703,-0.108612,8.00087e-05,8.20798e-05,0.000366959,0.00295534,0.0886602,30.0886,30
272,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.252402,0.757713,0.0142865,-0.000773092,0.00249778,-4.55628e-05,0.00254831,-0.00082363,-0.125909,7.99655e-05,8.20293e-05,0.000366753,0.00300008,0.0900023,30.09,30
273,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.252727,0.760356,0.0144456,-0.000784535,0.00252682,-4.37789e-05,0.00257762,-0.000835331,-0.113401,7.99905e-05,8.20613e-05,0.000366888,0.00303653,0.0910959,30.0911,30
274,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.253201,0.763159,0.0144508,-0.000789647,0.00255975,-4.6618e-05,0.00261077,-0.000840669,-0.115195,8.00221e-05,8.20974e-05,0.000367041,0.00308041,0.0924123,30.0924,30
275,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.253561,0.765902,0.0147503,-0.000800123,0.00258639,-4.90569e-05,0.00263866,-0.00085239,-0.122005,8.00491e-05,8.21217e-05,0.000367149,0.00312298,0.0936894,30.0937,30
276,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.253849,0.768888,0.0138838,-0.000816555,0.00262077,-4.64944e-05,0.00267329,-0.000869072,-0.110002,8.00109e-05,8.2083e-05,0.000366975,0.00317078,0.0951234,30.0951,30
277,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.254128,0.771457,0.0146812,-0.00083091,0.00264428,-4.45338e-05,0.00269677,-0.000883402,-0.101942,8.00357e-05,8.21054e-05,0.000367082,0.0032046,0.096138,30.0961,30
278,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.254342,0.774189,0.0145982,-0.000838821,0.00267758,-4.54171e-05,0.00273009,-0.000891335,-0.106578,8.00875e-05,8.21589e-05,0.000367324,0.00324764,0.097429,30.0974,30
279,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.25476,0.777015,0.0146891,-0.000856308,0.00271152,-4.92259e-05,0.00276522,-0.000910004,-0.11826,8.00968e-05,8.21618e-05,0.000367358,0.00328972,0.0986916,30.0987,30
280,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.255079,0.779794,0.0144069,-0.000861594,0.00274923,-4.98881e-05,0.00280274,-0.000915101,-0.106423,8.00596e-05,8.21247e-05,0.000367186,0.00334429,0.100329,30.1003,30
281,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.255634,0.782532,0.0150353,-0.000882619,0.00277455,-5.11808e-05,0.00282857,-0.000936639,-0.112432,8.01085e-05,8.21714e-05,0.000367392,0.00338067,0.10142,30.1014,30
282,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.256167,0.785524,0.014861,-0.000882622,0.00281878,-5.79067e-05,0.00287334,-0.000937179,-0.127163,8.00938e-05,8.21576e-05,0.000367341,0.00344338,0.103301,30.1033,30
283,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.256691,0.78854,0.0126153,-0.000898132,0.00285378,-4.98072e-05,0.0029097,-0.00095406,-0.117053,8.01121e-05,8.2177e-05,0.000367439,0.003488,0.10464,30.1046,30
284,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.256825,0.791014,0.0150193,-0.000916807,0.00288553,-5.17918e-05,0.00294118,-0.000972448,-0.12157,8.01323e-05,8.21949e-05,0.00036753,0.0035359,0.106077,30.106,30
285,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.257275,0.793847,0.0152284,-0.000934962,0.00293435,-4.98681e-05,0.00298954,-0.000990147,-0.116105,8.014e-05,8.22022e-05,0.000367548,0.00359679,0.107904,30.1079,30
286,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.257678,0.796821,0.0149323,-0.000953208,0.00296083,-5.36839e-05,0.00301794,-0.00101032,-0.114958,8.01257e-05,8.21876e-05,0.000367487,0.00363652,0.109095,30.1091,30
287,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.257881,0.799556,0.0153827,-0.000966524,0.00300062,-5.41862e-05,0.0030578,-0.0010237,-0.115432,8.01343e-05,8.21938e-05,0.00036752,0.00369227,0.110768,30.1107,30
288,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.258204,0.802496,0.0156571,-0.000978794,0.00303257,-5.37206e-05,0.00308986,-0.00103608,-0.099671,8.0134e-05,8.21965e-05,0.000367526,0.00373924,0.112177,30.1121,30
289,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.258371,0.805098,0.0160359,-0.00100048,0.00307268,-5.62904e-05,0.0031308,-0.00105859,-0.110165,8.01678e-05,8.22253e-05,0.000367673,0.00379742,0.113922,30.1139,30
290,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.258659,0.808001,0.0157601,-0.00100919,0.00311845,-5.20423e-05,0.00317701,-0.00106774,-0.102846,8.0146e-05,8.22069e-05,0.000367585,0.00385989,0.115797,30.1158,30
291,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.259019,0.810884,0.0165551,-0.00102994,0.00315357,-5.59955e-05,0.00321321,-0.00108958,-0.105612,8.01742e-05,8.22383e-05,0.000367709,0.00391579,0.117474,30.1174,30
292,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.259255,0.813762,0.0163827,-0.00104699,0.0031978,-5.69405e-05,0.00325737,-0.00110656,-0.109718,8.02073e-05,8.2267e-05,0.000367856,0.00397666,0.1193,30.1193,30
293,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.259616,0.816581,0.0162976,-0.00106081,0.00324497,-5.7767e-05,0.00330525,-0.00112108,-0.112225,8.01539e-05,8.22182e-05,0.000367618,0.00403707,0.121112,30.1211,30
294,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.259909,0.81965,0.0170705,-0.00109106,0.00327943,-5.74926e-05,0.00334025,-0.00115188,-0.0980284,8.01658e-05,8.22278e-05,0.000367669,0.00409139,0.122742,30.1227,30
295,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.260251,0.82214,0.0179758,-0.00109975,0.00332667,-5.91578e-05,0.00338809,-0.00116118,-0.0996506,8.01595e-05,8.22218e-05,0.000367652,0.00415352,0.124606,30.1246,30
296,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.260507,0.825064,0.0170142,-0.00111789,0.00337454,-5.98681e-05,0.00343681,-0.00118016,-0.105557,8.02113e-05,8.22741e-05,0.000367879,0.00421958,0.126587,30.1266,30
297,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.2606,0.828113,0.0183246,-0.00114106,0.00342487,-5.63142e-05,0.00348711,-0.0012033,-0.0883337,8.01917e-05,8.22552e-05,0.000367794,0.00429025,0.128707,30.1287,30
298,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.26098,0.830672,0.0172779,-0.0011526,0.00346743,-6.30781e-05,0.00353054,-0.00121571,-0.0969541,8.02046e-05,8.22633e-05,0.000367837,0.00434989,0.130497,30.1305,30
299,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.261206,0.833407,0.0172013,-0.00117341,0.00351351,-5.99003e-05,0.00357724,-0.00123714,-0.101448,8.02191e-05,8.22775e-05,0.000367917,0.00441379,0.132414,30.1324,30
300,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.261662,0.8363,0.017865,-0.0011895,0.00355994,-6.34383e-05,0.00362384,-0.0012534,-0.105027,8.02033e-05,8.22645e-05,0.000367856,0.00447874,0.134362,30.1343,30
301,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.261982,0.839157,0.0170391,-0.00120329,0.00361398,-6.3152e-05,0.00367899,-0.0012683,-0.100431,8.02339e-05,8.22965e-05,0.000367988,0.00455356,0.136607,30.1366,30
