"Average",,,,,,,,,,,,,,,,"E0",,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
522,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278282,1.47943,0.0223207,-0.00866413,0.0248733,-0.00021817,0.0251489,-0.00893968,-0.0733831,8.42156e-05,8.61955e-05,0.000385988,0.0345676,1.03703,31.037,30
523,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277736,1.4825,0.0216982,-0.00870728,0.0250071,-0.000218423,0.0252834,-0.00898365,-0.0700379,8.43058e-05,8.62834e-05,0.000386389,0.0347547,1.04264,31.0426,30
524,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277706,1.4855,0.0221903,-0.00874805,0.0251383,-0.000219966,0.0254157,-0.00902547,-0.0682099,8.42811e-05,8.62657e-05,0.000386293,0.0349395,1.04818,31.0482,30
525,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277767,1.48844,0.0218314,-0.00878623,0.0252747,-0.000219124,0.0255529,-0.00906448,-0.0622844,8.43743e-05,8.6355e-05,0.000386704,0.0351259,1.05378,31.0537,30
526,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277783,1.49123,0.0208275,-0.00881759,0.0254138,-0.000218991,0.0256929,-0.0090967,-0.0637002,8.44096e-05,8.63869e-05,0.000386863,0.0353178,1.05953,31.0595,30
527,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277919,1.4942,0.021692,-0.00886123,0.0255462,-0.000220293,0.0258258,-0.00914088,-0.0637966,8.44639e-05,8.64391e-05,0.000387098,0.0354975,1.06492,31.0649,30
528,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277887,1.49696,0.0208366,-0.008901,0.0256792,-0.000219913,0.0259586,-0.0091804,-0.0613985,8.45089e-05,8.64837e-05,0.000387301,0.0356842,1.07053,31.0705,30
529,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277213,1.50029,0.0188351,-0.00893727,0.0258096,-0.000222971,0.0260902,-0.00921792,-0.0652943,8.45704e-05,8.65482e-05,0.000387588,0.035864,1.07592,31.0759,30
530,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.281862,1.50333,0.0155724,-0.00897883,0.025946,-0.00022287,0.0262277,-0.00926049,-0.0623085,8.46307e-05,8.65978e-05,0.000387847,0.0360535,1.0816,31.0816,30
531,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.277535,1.5063,0.0175633,-0.00901673,0.0260822,-0.000222887,0.0263635,-0.00929804,-0.0609847,8.46577e-05,8.66332e-05,0.000387987,0.0362439,1.08731,31.0873,30
532,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278901,1.50896,0.0185154,-0.00906081,0.0262249,-0.000215725,0.0265069,-0.00934277,-0.0618851,8.4757e-05,8.67223e-05,0.000388409,0.0364393,1.09318,31.0931,30
533,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278275,1.51164,0.0205153,-0.00910949,0.0263521,-0.000221177,0.0266347,-0.00939204,-0.0639905,8.47818e-05,8.67529e-05,0.000388538,0.0366179,1.09853,31.0985,30
534,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278338,1.51441,0.0212436,-0.00913615,0.0264794,-0.000225394,0.0267635,-0.00942021,-0.0625776,8.47812e-05,8.67567e-05,0.000388541,0.0367964,1.10389,31.1039,30
535,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27837,1.51743,0.0199534,-0.00918192,0.026624,-0.000224316,0.0269083,-0.00946624,-0.0647308,8.48202e-05,8.67881e-05,0.000388716,0.0369956,1.10987,31.1098,30
536,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278478,1.52053,0.0203445,-0.00921752,0.0267567,-0.000224933,0.0270416,-0.00950248,-0.0642159,8.49323e-05,8.68994e-05,0.000389226,0.0371801,1.1154,31.1154,30
537,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278355,1.52327,0.0203192,-0.00925161,0.0268946,-0.00022644,0.0271798,-0.00953681,-0.0622635,8.49334e-05,8.68971e-05,0.000389217,0.0373649,1.12095,31.1209,30
538,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27843,1.52631,0.0197231,-0.00929252,0.0270305,-0.000227455,0.0273157,-0.00957775,-0.0660229,8.50219e-05,8.699e-05,0.00038962,0.0375559,1.12668,31.1266,30
539,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278627,1.5291,0.0195608,-0.009327,0.0271708,-0.000225222,0.0274572,-0.00961341,-0.0638353,8.50778e-05,8.70463e-05,0.000389886,0.0377447,1.13234,31.1323,30
540,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278528,1.53211,0.01968,-0.00936631,0.0273064,-0.000226587,0.0275932,-0.00965312,-0.0646796,8.51279e-05,8.70885e-05,0.000390099,0.0379348,1.13804,31.138,30
541,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278201,1.53511,0.0203515,-0.00941054,0.0274442,-0.000227803,0.0277312,-0.00969756,-0.0644595,8.5174e-05,8.71412e-05,0.000390316,0.0381237,1.14371,31.1437,30
542,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278339,1.53814,0.0201856,-0.00944884,0.0275828,-0.000230302,0.0278707,-0.00973676,-0.0605589,8.52231e-05,8.71885e-05,0.000390534,0.0383163,1.14949,31.1495,30
543,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278214,1.54123,0.019502,-0.00948756,0.0277271,-0.000230219,0.0280158,-0.00977623,-0.0622486,8.53045e-05,8.7272e-05,0.000390913,0.0385108,1.15532,31.1553,30
544,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278438,1.54416,0.0197085,-0.00952605,0.0278666,-0.000229498,0.0281555,-0.00981493,-0.0633495,8.53597e-05,8.73291e-05,0.000391177,0.0387024,1.16107,31.161,30
545,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278488,1.54713,0.0186541,-0.00955993,0.0280183,-0.000230725,0.0283076,-0.00984922,-0.0612573,8.53861e-05,8.73474e-05,0.000391275,0.0389127,1.16738,31.1673,30
546,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278464,1.54987,0.0192839,-0.00960219,0.0281544,-0.000229202,0.0284443,-0.00989214,-0.0611131,8.54578e-05,8.74187e-05,0.000391597,0.0390994,1.17298,31.173,30
547,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278518,1.55297,0.018887,-0.0096376,0.0283028,-0.000232043,0.0285931,-0.00992792,-0.0627361,8.55069e-05,8.74678e-05,0.000391824,0.0393001,1.179,31.179,30
548,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278819,1.55596,0.0183274,-0.00967642,0.0284446,-0.000232178,0.0287354,-0.00996718,-0.0632939,8.55557e-05,8.75184e-05,0.000392047,0.0394984,1.18495,31.1849,30
549,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278592,1.55917,0.018793,-0.00971299,0.0285931,-0.00023366,0.0288842,-0.0100042,-0.0648827,8.55871e-05,8.75477e-05,0.000392192,0.0396965,1.19089,31.1909,30
550,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278783,1.56233,0.0183354,-0.0097553,0.0287381,-0.000229865,0.0290293,-0.0100465,-0.0592131,8.56982e-05,8.76513e-05,0.000392675,0.0398942,1.19683,31.1968,30
551,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278626,1.56503,0.0187724,-0.00979707,0.0288718,-0.000230266,0.0291633,-0.0100885,-0.0588673,8.57077e-05,8.76698e-05,0.000392742,0.0400769,1.20231,31.2023,30
552,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278479,1.56785,0.0195346,-0.00983114,0.0290204,-0.000235924,0.0293125,-0.0101232,-0.0653181,8.57773e-05,8.77329e-05,0.00039304,0.0402739,1.20822,31.2082,30
553,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27907,1.57086,0.0173329,-0.00987188,0.0291644,-0.000235333,0.0294572,-0.0101648,-0.0658922,8.58688e-05,8.78224e-05,0.000393452,0.0404714,1.21414,31.2141,30
554,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278541,1.57416,0.0171244,-0.00990748,0.0293046,-0.000234886,0.029598,-0.0102009,-0.0644943,8.58962e-05,8.7855e-05,0.000393589,0.0406672,1.22001,31.22,30
555,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278587,1.57704,0.0170103,-0.00994385,0.0294475,-0.000232755,0.0297415,-0.0102378,-0.0637675,8.5968e-05,8.7925e-05,0.00039391,0.0408578,1.22573,31.2257,30
556,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278554,1.58004,0.0169469,-0.00998009,0.0295955,-0.000235255,0.0298895,-0.0102741,-0.0627556,8.6041e-05,8.79928e-05,0.000394238,0.0410557,1.23167,31.2316,30
557,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278717,1.58317,0.0170226,-0.0100197,0.0297397,-0.00023558,0.0300347,-0.0103148,-0.0665262,8.6103e-05,8.80546e-05,0.00039452,0.0412574,1.23772,31.2377,30
558,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278308,1.58595,0.0168243,-0.0100609,0.0298798,-0.000235789,0.0301754,-0.0103565,-0.0693208,8.60843e-05,8.80373e-05,0.00039444,0.0414497,1.24349,31.2435,30
559,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278672,1.58863,0.0154559,-0.0100957,0.0300298,-0.000236298,0.0303256,-0.0103915,-0.0625918,8.61201e-05,8.80738e-05,0.000394612,0.0416447,1.24934,31.2493,30
560,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278701,1.59154,0.0202597,-0.010122,0.0301564,-0.000239749,0.0304523,-0.0104179,-0.0640763,8.6199e-05,8.81557e-05,0.000394957,0.0418228,1.25468,31.2547,30
561,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278597,1.59479,0.0134773,-0.0101551,0.0303078,-0.000234514,0.0306038,-0.0104511,-0.0621557,8.63224e-05,8.82729e-05,0.000395508,0.0420287,1.26086,31.2608,30
562,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27801,1.59822,0.0160059,-0.0102297,0.0304735,-0.000235976,0.0307692,-0.0105253,-0.0655091,8.63006e-05,8.82505e-05,0.000395425,0.04225,1.2675,31.2675,30
563,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278373,1.60104,0.0172091,-0.0102541,0.0306041,-0.000239517,0.0309005,-0.0105504,-0.0660399,8.64801e-05,8.84259e-05,0.000396222,0.0424262,1.27278,31.2728,30
564,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278502,1.60345,0.0174754,-0.0102825,0.0307603,-0.000238301,0.031058,-0.0105802,-0.0672783,8.64839e-05,8.84319e-05,0.000396236,0.0426303,1.27891,31.2789,30
565,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278533,1.60651,0.0173831,-0.010322,0.0309105,-0.000239364,0.0312083,-0.0106198,-0.0662077,8.65526e-05,8.8499e-05,0.000396551,0.0428337,1.28501,31.285,30
566,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278548,1.60937,0.016776,-0.0103508,0.0310568,-0.000240881,0.031355,-0.010649,-0.0586025,8.66087e-05,8.85545e-05,0.000396803,0.0430287,1.29086,31.2908,30
567,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27874,1.61229,0.0164588,-0.0103884,0.0312115,-0.000241177,0.0315093,-0.0106862,-0.06167,8.66939e-05,8.86344e-05,0.000397174,0.0432366,1.2971,31.2971,30
568,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279024,1.61525,0.0176585,-0.0104289,0.0313609,-0.000242402,0.0316589,-0.0107269,-0.0617338,8.67323e-05,8.86764e-05,0.000397364,0.0434328,1.30298,31.303,30
569,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278398,1.61798,0.0161314,-0.0104748,0.0315017,-0.000247475,0.0318001,-0.0107732,-0.068217,8.69081e-05,8.88439e-05,0.000398147,0.0436315,1.30895,31.3089,30
570,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279041,1.62165,0.0172162,-0.0105071,0.0316626,-0.000241587,0.0319614,-0.0108059,-0.06325,8.68849e-05,8.88245e-05,0.000398048,0.0438387,1.31516,31.3151,30
571,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279001,1.62405,0.0166984,-0.0105308,0.0318163,-0.000245266,0.0321158,-0.0108303,-0.0597087,8.69491e-05,8.88915e-05,0.000398344,0.0440446,1.32134,31.3213,30
572,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278907,1.62729,0.0170548,-0.0105728,0.0319693,-0.000241682,0.0322689,-0.0108724,-0.0600092,8.69698e-05,8.89079e-05,0.000398445,0.0442442,1.32733,31.3273,30
573,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278654,1.63045,0.0190529,-0.0106116,0.0321106,-0.00023777,0.0324105,-0.0109114,-0.0634161,8.70382e-05,8.89808e-05,0.000398771,0.0444367,1.3331,31.3331,30
574,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278731,1.63299,0.0181395,-0.0106474,0.0322765,-0.000241488,0.0325761,-0.010947,-0.0604191,8.71569e-05,8.90915e-05,0.000399272,0.0446519,1.33956,31.3395,30
575,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27885,1.63609,0.0178994,-0.0106832,0.032432,-0.000243704,0.0327319,-0.0109832,-0.0576523,8.71858e-05,8.91177e-05,0.000399409,0.0448557,1.34567,31.3456,30
576,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27895,1.63891,0.0178868,-0.0107171,0.0325857,-0.000242592,0.0328863,-0.0110176,-0.0578565,8.72445e-05,8.91824e-05,0.000399694,0.0450608,1.35182,31.3518,30
577,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278767,1.64192,0.0165098,-0.0107499,0.0327449,-0.00024539,0.0330458,-0.0110508,-0.064954,8.73593e-05,8.92929e-05,0.000400191,0.0452673,1.35802,31.358,30
578,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278783,1.64507,0.016139,-0.0107752,0.0329052,-0.000245856,0.0332066,-0.0110767,-0.060773,8.74656e-05,8.93999e-05,0.000400687,0.0454771,1.36431,31.3643,30
579,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279208,1.64825,0.0157949,-0.0108157,0.0330637,-0.000248234,0.0333645,-0.0111165,-0.0601493,8.75139e-05,8.94434e-05,0.000400898,0.0456839,1.37052,31.3705,30
580,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278975,1.65096,0.0169055,-0.0108546,0.0332176,-0.000247981,0.0335187,-0.0111557,-0.0672974,8.75846e-05,8.95203e-05,0.000401228,0.0458863,1.37659,31.3766,30
581,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279017,1.65387,0.0167099,-0.0108876,0.0333711,-0.000244933,0.0336723,-0.0111889,-0.0630276,8.76089e-05,8.95411e-05,0.000401333,0.0460867,1.3826,31.3826,30
582,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27878,1.65684,0.0172437,-0.0109225,0.0335263,-0.000247192,0.0338283,-0.0112245,-0.0617366,8.76803e-05,8.96142e-05,0.000401672,0.0462906,1.38872,31.3887,30
583,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278821,1.65972,0.0165686,-0.0109606,0.0336821,-0.000247392,0.0339845,-0.0112629,-0.0565351,8.77439e-05,8.96718e-05,0.000401942,0.0465006,1.39502,31.395,30
584,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279088,1.6626,0.0170113,-0.0109906,0.0338401,-0.000247779,0.0341421,-0.0112927,-0.0563851,8.77922e-05,8.97222e-05,0.000402167,0.0467013,1.40104,31.401,30
585,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279036,1.66586,0.0165494,-0.011022,0.0339984,-0.00024834,0.0343009,-0.0113245,-0.0609753,8.78673e-05,8.97942e-05,0.000402509,0.0469039,1.40711,31.4071,30
586,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278914,1.66878,0.0173012,-0.0110589,0.034157,-0.000249121,0.0344594,-0.0113613,-0.0603914,8.79097e-05,8.98382e-05,0.000402693,0.0471103,1.41331,31.4133,30
587,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278899,1.67171,0.0169042,-0.011093,0.0343138,-0.0002492,0.0346168,-0.011396,-0.0610386,8.79905e-05,8.99217e-05,0.000403075,0.0473143,1.41943,31.4194,30
588,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278899,1.67463,0.0165553,-0.0111231,0.0344771,-0.000250245,0.0347798,-0.0114258,-0.0605786,8.80861e-05,9.00146e-05,0.000403511,0.0475183,1.42555,31.4255,30
589,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278825,1.67744,0.0168569,-0.0111587,0.0346318,-0.000252125,0.0349343,-0.0114612,-0.0575986,8.81821e-05,9.01074e-05,0.00040394,0.0477183,1.43155,31.4315,30
590,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278868,1.68038,0.0167688,-0.0111885,0.0347907,-0.0002519,0.035094,-0.0114917,-0.0617565,8.82632e-05,9.01851e-05,0.00040429,0.0479208,1.43762,31.4376,30
591,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278899,1.68333,0.0166972,-0.0112225,0.0349492,-0.000249594,0.0352524,-0.0115257,-0.0610915,8.82869e-05,9.02113e-05,0.0004044,0.0481269,1.44381,31.4438,30
592,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278916,1.68639,0.0165329,-0.0112546,0.0351145,-0.000252504,0.0354174,-0.0115575,-0.0613292,8.83937e-05,9.03156e-05,0.000404897,0.0483354,1.45006,31.45,30
593,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278787,1.6894,0.0163032,-0.0112839,0.0352786,-0.000252552,0.0355823,-0.0115877,-0.0631177,8.84825e-05,9.04067e-05,0.000405298,0.0485443,1.45633,31.4563,30
594,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278888,1.69222,0.0163992,-0.011315,0.0354344,-0.000252224,0.0357382,-0.0116187,-0.0623745,8.85241e-05,9.04485e-05,0.0004055,0.0487449,1.46235,31.4623,30
595,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278925,1.69521,0.0159954,-0.0113455,0.0355988,-0.000253218,0.0359025,-0.0116491,-0.0590935,8.86351e-05,9.05542e-05,0.000405985,0.048944,1.46832,31.4683,30
596,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278639,1.69829,0.016053,-0.0113781,0.0357654,-0.000253979,0.0360693,-0.011682,-0.0604544,8.87494e-05,9.06642e-05,0.000406489,0.0491559,1.47468,31.4746,30
597,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278504,1.70115,0.017161,-0.0114121,0.0359289,-0.000256342,0.0362328,-0.011716,-0.0605242,8.87808e-05,9.06972e-05,0.000406623,0.0493662,1.48098,31.481,30
598,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278432,1.70425,0.0167714,-0.0114443,0.0360927,-0.000253663,0.0363969,-0.0117485,-0.061549,8.88269e-05,9.07478e-05,0.000406872,0.0495705,1.48711,31.4871,30
599,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278513,1.70717,0.0167808,-0.0114725,0.0362619,-0.000255832,0.0365668,-0.0117775,-0.0572118,8.89002e-05,9.08208e-05,0.000407203,0.0497882,1.49364,31.4936,30
600,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278429,1.71014,0.0165187,-0.0115052,0.0364319,-0.000255584,0.0367366,-0.0118098,-0.059581,8.90016e-05,9.09162e-05,0.000407629,0.0499942,1.49982,31.4998,30
601,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278594,1.71309,0.0160504,-0.0115318,0.0366024,-0.000255276,0.0369067,-0.0118361,-0.0567349,8.90777e-05,9.09929e-05,0.000407995,0.0502101,1.5063,31.5063,30
602,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278561,1.71608,0.0158286,-0.0115646,0.0367737,-0.000255565,0.0370778,-0.0118688,-0.0568089,8.91671e-05,9.10834e-05,0.000408403,0.0504221,1.51266,31.5126,30
603,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278476,1.71917,0.0155647,-0.0115898,0.0369459,-0.000256716,0.0372502,-0.0118941,-0.0585161,8.9282e-05,9.11942e-05,0.000408916,0.0506326,1.51898,31.5189,30
604,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278021,1.72234,0.0131142,-0.0116175,0.0371296,-0.000255569,0.0374341,-0.011922,-0.0606603,8.92626e-05,9.11766e-05,0.000408835,0.0508551,1.52565,31.5256,30
605,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.279093,1.72513,0.0185642,-0.011652,0.0372739,-0.000256672,0.0375795,-0.0119575,-0.0594012,8.9417e-05,9.133e-05,0.000409542,0.0510419,1.53125,31.5312,30
606,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278493,1.72824,0.0159966,-0.0116845,0.0374577,-0.000257219,0.0377623,-0.0119891,-0.0562621,8.94746e-05,9.13791e-05,0.000409767,0.051264,1.53792,31.5379,30
607,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278417,1.73088,0.0166876,-0.0117152,0.0376225,-0.000260337,0.0379278,-0.0120205,-0.0579296,8.95411e-05,9.14463e-05,0.000410083,0.0514651,1.54395,31.5439,30
608,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278313,1.73373,0.0155126,-0.0117362,0.0378012,-0.000256807,0.0381064,-0.0120414,-0.0567904,8.96169e-05,9.15272e-05,0.000410453,0.0516846,1.55054,31.5505,30
609,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278548,1.73712,0.0163015,-0.011776,0.0379667,-0.000257225,0.0382719,-0.0120812,-0.0549078,8.97295e-05,9.16331e-05,0.000410935,0.0518868,1.5566,31.5566,30
610,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278752,1.74002,0.0160166,-0.0118019,0.0381436,-0.00025798,0.0384492,-0.0121074,-0.0581282,8.97961e-05,9.17001e-05,0.000411246,0.0520975,1.56292,31.5629,30
611,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27889,1.74302,0.0158705,-0.0118367,0.0383193,-0.000260557,0.0386241,-0.0121415,-0.057454,8.99025e-05,9.18086e-05,0.000411747,0.0523102,1.5693,31.5693,30
612,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278516,1.74614,0.0156191,-0.0118559,0.038498,-0.000259623,0.0388032,-0.0121611,-0.0633582,9.0016e-05,9.19161e-05,0.000412236,0.0525288,1.57586,31.5758,30
613,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278691,1.74905,0.0155116,-0.011884,0.0386757,-0.000263122,0.038981,-0.0121893,-0.060036,9.00803e-05,9.19844e-05,0.000412553,0.0527367,1.5821,31.5821,30
614,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278688,1.75224,0.0151364,-0.0119132,0.0388583,-0.000261685,0.0391634,-0.0122184,-0.0638389,9.01449e-05,9.20472e-05,0.000412843,0.0529544,1.58863,31.5886,30
615,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278617,1.75514,0.0155427,-0.0119394,0.0390326,-0.000261126,0.0393378,-0.0122446,-0.0569388,9.02716e-05,9.21701e-05,0.000413411,0.0531616,1.59485,31.5948,30
616,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278546,1.75803,0.0156977,-0.0119697,0.0392096,-0.000263786,0.0395149,-0.012275,-0.0591284,9.0368e-05,9.22636e-05,0.000413823,0.0533694,1.60108,31.6011,30
617,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278522,1.76099,0.0157486,-0.0119981,0.0393908,-0.000263885,0.0396959,-0.0123031,-0.0606229,9.04236e-05,9.23238e-05,0.000414114,0.0535846,1.60754,31.6075,30
618,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278502,1.76392,0.0153431,-0.0120205,0.0395742,-0.000264931,0.0398797,-0.012326,-0.0632637,9.05755e-05,9.24715e-05,0.000414788,0.0537975,1.61392,31.6139,30
619,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278528,1.76707,0.0154725,-0.0120495,0.0397497,-0.000265456,0.0400555,-0.0123552,-0.0599888,9.06897e-05,9.25867e-05,0.000415297,0.0540085,1.62025,31.6202,30
620,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278489,1.77008,0.0157101,-0.0120754,0.0399387,-0.000264392,0.0402444,-0.0123811,-0.058926,9.07348e-05,9.26275e-05,0.000415515,0.0542275,1.62682,31.6268,30
621,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278426,1.77317,0.0161427,-0.0121059,0.0401244,-0.000267813,0.0404298,-0.0124113,-0.0631988,9.08748e-05,9.27714e-05,0.000416163,0.0544473,1.63342,31.6334,30
622,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278504,1.77608,0.0154136,-0.0121279,0.0403174,-0.000265444,0.0406224,-0.0124328,-0.0555896,9.09212e-05,9.28154e-05,0.000416365,0.0546715,1.64014,31.6401,30
623,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278565,1.7792,0.0151078,-0.0121477,0.0405079,-0.000265558,0.040814,-0.0124538,-0.0575763,9.10277e-05,9.2919e-05,0.000416846,0.0548857,1.64657,31.6465,30
624,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278619,1.78223,0.0156807,-0.0121768,0.040699,-0.000266967,0.0410045,-0.0124823,-0.0598493,9.11558e-05,9.30448e-05,0.000417422,0.055105,1.65315,31.6531,30
625,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278591,1.78523,0.0153934,-0.0122033,0.0408939,-0.00026966,0.0411994,-0.0125088,-0.0610785,9.12982e-05,9.31809e-05,0.000418049,0.0553286,1.65985,31.6598,30
626,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278571,1.78826,0.0152716,-0.0122244,0.0410885,-0.000267273,0.0413939,-0.0125298,-0.0569536,9.14447e-05,9.33318e-05,0.00041873,0.0555533,1.6666,31.6666,30
627,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278391,1.79149,0.0146463,-0.0122467,0.0412913,-0.000266571,0.0415964,-0.0125518,-0.0558302,9.15131e-05,9.3402e-05,0.00041906,0.0557853,1.67356,31.6735,30
628,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278538,1.79434,0.015887,-0.0122769,0.0414812,-0.000267216,0.0417864,-0.0125821,-0.0569229,9.16286e-05,9.35154e-05,0.000419583,0.0559987,1.67996,31.6799,30
629,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278308,1.79745,0.0147174,-0.0122947,0.0416829,-0.000271373,0.0419881,-0.0125999,-0.061393,9.1704e-05,9.35903e-05,0.000419916,0.056226,1.68678,31.6867,30
630,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278484,1.80043,0.0152622,-0.0123222,0.0418797,-0.000270492,0.0421849,-0.0126274,-0.0540913,9.18704e-05,9.3756e-05,0.000420685,0.056446,1.69338,31.6933,30
631,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278316,1.80359,0.0153785,-0.0123472,0.0420769,-0.000271168,0.042382,-0.0126523,-0.0574706,9.19647e-05,9.38471e-05,0.000421098,0.0566639,1.69992,31.6999,30
